0.002782;0.000000
0.008346;0.000000
0.013910;0.000000
0.019475;0.000000
0.025039;0.000000
0.030603;0.000000
0.036167;0.000000
0.041731;0.000000
0.047295;0.000000
0.052859;0.000000
0.058424;0.000000
0.063988;0.000000
0.069552;0.000000
0.075116;0.000000
0.080680;0.000000
0.086244;0.000000
0.091809;0.000000
0.097373;0.000000
0.102937;0.000000
0.108501;0.000000
0.114065;0.000000
0.119629;0.000000
0.125193;0.000000
0.130758;0.000000
0.136322;0.000000
0.141886;0.000000
0.147450;0.000000
0.153014;0.000000
0.158578;0.000000
0.164143;0.000000
0.169707;0.000000
0.175271;0.000000
0.180835;0.000000
0.186399;0.000000
0.191963;0.000000
0.197528;0.000000
0.203092;0.000000
0.208656;0.000000
0.214220;0.000000
0.219784;0.000000
0.225348;0.000000
0.230912;0.000000
0.236477;0.000000
0.242041;0.000000
0.247605;0.000000
0.253169;0.000000
0.258733;0.000000
0.264297;0.000000
0.269862;0.000000
0.275426;0.000000
0.280990;0.000000
0.286554;0.000000
0.292118;0.000000
0.297682;0.000000
0.303246;0.000000
0.308811;0.000000
0.314375;0.000000
0.319939;0.000000
0.325503;0.000000
0.331067;0.000000
0.336631;0.000000
0.342196;0.000000
0.347760;0.000000
0.353324;0.000000
0.358888;0.000000
0.364452;0.000000
0.370016;0.000000
0.375580;0.000000
0.381145;0.000000
0.386709;0.000000
0.392273;0.000000
0.397837;0.000000
0.403401;0.000000
0.408965;0.000000
0.414530;0.000000
0.420094;0.000000
0.425658;0.000000
0.431222;0.000000
0.436786;0.000000
0.442350;0.000000
0.447915;0.000000
0.453479;0.000000
0.459043;0.000000
0.464607;0.000000
0.470171;0.000000
0.475735;0.000000
0.481299;0.000000
0.486864;0.000000
0.492428;0.000000
0.497992;0.000000
0.503556;0.000000
0.509120;0.000000
0.514684;0.000000
0.520249;0.000000
0.525813;0.000000
0.531377;0.000000
0.536941;0.000000
0.542505;0.000000
0.548069;0.000000
0.553633;0.000000
0.559198;0.000000
0.564762;0.000000
0.570326;0.000000
0.575890;0.000000
0.581454;0.000000
0.587018;0.000000
0.592583;0.000000
0.598147;0.000000
0.603711;0.000000
0.609275;0.000000
0.614839;0.000000
0.620403;0.000000
0.625967;0.000000
0.631532;0.000000
0.637096;0.000000
0.642660;0.000000
0.648224;0.000000
0.653788;0.000000
0.659352;0.000000
0.664917;0.000000
0.670481;0.000000
0.676045;0.000000
0.681609;0.000000
0.687173;0.000000
0.692737;0.000000
0.698302;0.000000
0.703866;0.000000
0.709430;0.000000
0.714994;0.000000
0.720558;0.000000
0.726122;0.000000
0.731686;0.000000
0.737251;0.000000
0.742815;0.000000
0.748379;0.000000
0.753943;0.000000
0.759507;0.000000
0.765071;0.000000
0.770636;0.000000
0.776200;0.000000
0.781764;0.000000
0.787328;0.000000
0.792892;0.000000
0.798456;0.000000
0.804020;0.000000
0.809585;0.000000
0.815149;0.000000
0.820713;0.000000
0.826277;0.000000
0.831841;0.000000
0.837405;0.000000
0.842970;0.000000
0.848534;0.000000
0.854098;0.000000
0.859662;0.000000
0.865226;0.000000
0.870790;0.000000
0.876354;0.000000
0.881919;0.000000
0.887483;0.000000
0.893047;0.000978
0.898611;0.000805
0.904175;0.004931
0.909739;0.009900
0.915304;0.017076
0.920868;0.026225
0.926432;0.056974
0.931996;0.086989
0.937560;0.129013
0.943124;0.196799
0.948689;0.278452
0.954253;0.367476
0.959817;0.479127
0.965381;0.626284
0.970945;0.775149
0.976509;0.971326
0.982073;1.123645
0.987638;1.314212
0.993202;1.515215
