15.874011;71.433047;23.811016;-1.000000
23.811016;71.433047;15.874011;-1.000000
23.811016;63.496042;23.811016;-1.000000
15.874011;63.496042;31.748021;-1.000000
15.874011;71.433047;39.685026;1.000000
23.811016;71.433047;31.748021;1.000000
23.811016;63.496042;39.685026;1.000000
15.874011;63.496042;47.622032;1.000000
15.874011;71.433047;55.559037;-1.000000
23.811016;71.433047;47.622032;-1.000000
23.811016;63.496042;55.559037;-1.000000
15.874011;63.496042;63.496042;-1.000000
15.874011;71.433047;71.433047;1.000000
23.811016;71.433047;63.496042;1.000000
23.811016;63.496042;71.433047;1.000000
31.748021;0.000000;0.000000;1.000000
31.748021;7.937005;7.937005;-1.000000
39.685026;7.937005;0.000000;-1.000000
39.685026;0.000000;7.937005;-1.000000
31.748021;0.000000;15.874011;-1.000000
31.748021;7.937005;23.811016;1.000000
39.685026;7.937005;15.874011;1.000000
39.685026;0.000000;23.811016;1.000000
31.748021;0.000000;31.748021;1.000000
31.748021;7.937005;39.685026;-1.000000
39.685026;7.937005;31.748021;-1.000000
39.685026;0.000000;39.685026;-1.000000
31.748021;0.000000;47.622032;-1.000000
31.748021;7.937005;55.559037;1.000000
39.685026;7.937005;47.622032;1.000000
39.685026;0.000000;55.559037;1.000000
31.748021;0.000000;63.496042;1.000000
31.748021;7.937005;71.433047;-1.000000
39.685026;7.937005;63.496042;-1.000000
39.685026;0.000000;71.433047;-1.000000
31.748021;15.874011;0.000000;-1.000000
31.748021;23.811016;7.937005;1.000000
39.685026;23.811016;0.000000;1.000000
39.685026;15.874011;7.937005;1.000000
31.748021;15.874011;15.874011;1.000000
31.748021;23.811016;23.811016;-1.000000
39.685026;23.811016;15.874011;-1.000000
39.685026;15.874011;23.811016;-1.000000
31.748021;15.874011;31.748021;-1.000000
31.748021;23.811016;39.685026;1.000000
39.685026;23.811016;31.748021;1.000000
39.685026;15.874011;39.685026;1.000000
31.748021;15.874011;47.622032;1.000000
31.748021;23.811016;55.559037;-1.000000
39.685026;23.811016;47.622032;-1.000000
39.685026;15.874011;55.559037;-1.000000
31.748021;15.874011;63.496042;-1.000000
31.748021;23.811016;71.433047;1.000000
39.685026;23.811016;63.496042;1.000000
39.685026;15.874011;71.433047;1.000000
31.748021;31.748021;0.000000;1.000000
31.748021;39.685026;7.937005;-1.000000
39.685026;39.685026;0.000000;-1.000000
39.685026;31.748021;7.937005;-1.000000
31.748021;31.748021;15.874011;-1.000000
31.748021;39.685026;23.811016;1.000000
39.685026;39.685026;15.874011;1.000000
39.685026;31.748021;23.811016;1.000000
31.748021;31.748021;31.748021;1.000000
31.748021;39.685026;39.685026;-1.000000
39.685026;39.685026;31.748021;-1.000000
39.685026;31.748021;39.685026;-1.000000
31.748021;31.748021;47.622032;-1.000000
31.748021;39.685026;55.559037;1.000000
39.685026;39.685026;47.622032;1.000000
39.685026;31.748021;55.559037;1.000000
31.748021;31.748021;63.496042;1.000000
31.748021;39.685026;71.433047;-1.000000
39.685026;39.685026;63.496042;-1.000000
39.685026;31.748021;71.433047;-1.000000
31.748021;47.622032;0.000000;-1.000000
31.748021;55.559037;7.937005;1.000000
39.685026;55.559037;0.000000;1.000000
39.685026;47.622032;7.937005;1.000000
31.748021;47.622032;15.874011;1.000000
31.748021;55.559037;23.811016;-1.000000
39.685026;55.559037;15.874011;-1.000000
39.685026;47.622032;23.811016;-1.000000
31.748021;47.622032;31.748021;-1.000000
31.748021;55.559037;39.685026;1.000000
39.685026;55.559037;31.748021;1.000000
39.685026;47.622032;39.685026;1.000000
31.748021;47.622032;47.622032;1.000000
31.748021;55.559037;55.559037;-1.000000
39.685026;55.559037;47.622032;-1.000000
39.685026;47.622032;55.559037;-1.000000
31.748021;47.622032;63.496042;-1.000000
31.748021;55.559037;71.433047;1.000000
39.685026;55.559037;63.496042;1.000000
39.685026;47.622032;71.433047;1.000000
31.748021;63.496042;0.000000;1.000000
31.748021;71.433047;7.937005;-1.000000
39.685026;71.433047;0.000000;-1.000000
39.685026;63.496042;7.937005;-1.000000
31.748021;63.496042;15.874011;-1.000000
31.748021;71.433047;23.811016;1.000000
39.685026;71.433047;15.874011;1.000000
39.685026;63.496042;23.811016;1.000000
31.748021;63.496042;31.748021;1.000000
31.748021;71.433047;39.685026;-1.000000
39.685026;71.433047;31.748021;-1.000000
39.685026;63.496042;39.685026;-1.000000
31.748021;63.496042;47.622032;-1.000000
31.748021;71.433047;55.559037;1.000000
39.685026;71.433047;47.622032;1.000000
39.685026;63.496042;55.559037;1.000000
31.748021;63.496042;63.496042;1.000000
31.748021;71.433047;71.433047;-1.000000
39.685026;71.433047;63.496042;-1.000000
39.685026;63.496042;71.433047;-1.000000
47.622032;0.000000;0.000000;-1.000000
47.622032;7.937005;7.937005;1.000000
55.559037;7.937005;0.000000;1.000000
55.559037;0.000000;7.937005;1.000000
47.622032;0.000000;15.874011;1.000000
47.622032;7.937005;23.811016;-1.000000
55.559037;7.937005;15.874011;-1.000000
55.559037;0.000000;23.811016;-1.000000
47.622032;0.000000;31.748021;-1.000000
47.622032;7.937005;39.685026;1.000000
55.559037;7.937005;31.748021;1.000000
55.559037;0.000000;39.685026;1.000000
47.622032;0.000000;47.622032;1.000000
47.622032;7.937005;55.559037;-1.000000
55.559037;7.937005;47.622032;-1.000000
55.559037;0.000000;55.559037;-1.000000
47.622032;0.000000;63.496042;-1.000000
47.622032;7.937005;71.433047;1.000000
55.559037;7.937005;63.496042;1.000000
55.559037;0.000000;71.433047;1.000000
47.622032;15.874011;0.000000;1.000000
47.622032;23.811016;7.937005;-1.000000
55.559037;23.811016;0.000000;-1.000000
55.559037;15.874011;7.937005;-1.000000
47.622032;15.874011;15.874011;-1.000000
47.622032;23.811016;23.811016;1.000000
55.559037;23.811016;15.874011;1.000000
55.559037;15.874011;23.811016;1.000000
47.622032;15.874011;31.748021;1.000000
47.622032;23.811016;39.685026;-1.000000
55.559037;23.811016;31.748021;-1.000000
55.559037;15.874011;39.685026;-1.000000
47.622032;15.874011;47.622032;-1.000000
47.622032;23.811016;55.559037;1.000000
55.559037;23.811016;47.622032;1.000000
55.559037;15.874011;55.559037;1.000000
47.622032;15.874011;63.496042;1.000000
47.622032;23.811016;71.433047;-1.000000
55.559037;23.811016;63.496042;-1.000000
55.559037;15.874011;71.433047;-1.000000
47.622032;31.748021;0.000000;-1.000000
47.622032;39.685026;7.937005;1.000000
55.559037;39.685026;0.000000;1.000000
55.559037;31.748021;7.937005;1.000000
47.622032;31.748021;15.874011;1.000000
47.622032;39.685026;23.811016;-1.000000
55.559037;39.685026;15.874011;-1.000000
55.559037;31.748021;23.811016;-1.000000
47.622032;31.748021;31.748021;-1.000000
47.622032;39.685026;39.685026;1.000000
55.559037;39.685026;31.748021;1.000000
55.559037;31.748021;39.685026;1.000000
47.622032;31.748021;47.622032;1.000000
47.622032;39.685026;55.559037;-1.000000
55.559037;39.685026;47.622032;-1.000000
55.559037;31.748021;55.559037;-1.000000
47.622032;31.748021;63.496042;-1.000000
47.622032;39.685026;71.433047;1.000000
55.559037;39.685026;63.496042;1.000000
55.559037;31.748021;71.433047;1.000000
47.622032;47.622032;0.000000;1.000000
47.622032;55.559037;7.937005;-1.000000
55.559037;55.559037;0.000000;-1.000000
55.559037;47.622032;7.937005;-1.000000
47.622032;47.622032;15.874011;-1.000000
47.622032;55.559037;23.811016;1.000000
55.559037;55.559037;15.874011;1.000000
55.559037;47.622032;23.811016;1.000000
47.622032;47.622032;31.748021;1.000000
47.622032;55.559037;39.685026;-1.000000
55.559037;55.559037;31.748021;-1.000000
55.559037;47.622032;39.685026;-1.000000
47.622032;47.622032;47.622032;-1.000000
47.622032;55.559037;55.559037;1.000000
55.559037;55.559037;47.622032;1.000000
55.559037;47.622032;55.559037;1.000000
47.622032;47.622032;63.496042;1.000000
47.622032;55.559037;71.433047;-1.000000
55.559037;55.559037;63.496042;-1.000000
55.559037;47.622032;71.433047;-1.000000
47.622032;63.496042;0.000000;-1.000000
47.622032;71.433047;7.937005;1.000000
55.559037;71.433047;0.000000;1.000000
55.559037;63.496042;7.937005;1.000000
47.622032;63.496042;15.874011;1.000000
47.622032;71.433047;23.811016;-1.000000
55.559037;71.433047;15.874011;-1.000000
55.559037;63.496042;23.811016;-1.000000
47.622032;63.496042;31.748021;-1.000000
47.622032;71.433047;39.685026;1.000000
55.559037;71.433047;31.748021;1.000000
55.559037;63.496042;39.685026;1.000000
47.622032;63.496042;47.622032;1.000000
47.622032;71.433047;55.559037;-1.000000
55.559037;71.433047;47.622032;-1.000000
55.559037;63.496042;55.559037;-1.000000
47.622032;63.496042;63.496042;-1.000000
47.622032;71.433047;71.433047;1.000000
55.559037;71.433047;63.496042;1.000000
55.559037;63.496042;71.433047;1.000000
63.496042;0.000000;0.000000;1.000000
63.496042;7.937005;7.937005;-1.000000
71.433047;7.937005;0.000000;-1.000000
71.433047;0.000000;7.937005;-1.000000
63.496042;0.000000;15.874011;-1.000000
63.496042;7.937005;23.811016;1.000000
71.433047;7.937005;15.874011;1.000000
71.433047;0.000000;23.811016;1.000000
63.496042;0.000000;31.748021;1.000000
63.496042;7.937005;39.685026;-1.000000
71.433047;7.937005;31.748021;-1.000000
71.433047;0.000000;39.685026;-1.000000
63.496042;0.000000;47.622032;-1.000000
63.496042;7.937005;55.559037;1.000000
71.433047;7.937005;47.622032;1.000000
71.433047;0.000000;55.559037;1.000000
63.496042;0.000000;63.496042;1.000000
63.496042;7.937005;71.433047;-1.000000
71.433047;7.937005;63.496042;-1.000000
71.433047;0.000000;71.433047;-1.000000
63.496042;15.874011;0.000000;-1.000000
63.496042;23.811016;7.937005;1.000000
71.433047;23.811016;0.000000;1.000000
71.433047;15.874011;7.937005;1.000000
63.496042;15.874011;15.874011;1.000000
63.496042;23.811016;23.811016;-1.000000
71.433047;23.811016;15.874011;-1.000000
71.433047;15.874011;23.811016;-1.000000
63.496042;15.874011;31.748021;-1.000000
63.496042;23.811016;39.685026;1.000000
71.433047;23.811016;31.748021;1.000000
71.433047;15.874011;39.685026;1.000000
63.496042;15.874011;47.622032;1.000000
63.496042;23.811016;55.559037;-1.000000
71.433047;23.811016;47.622032;-1.000000
71.433047;15.874011;55.559037;-1.000000
63.496042;15.874011;63.496042;-1.000000
63.496042;23.811016;71.433047;1.000000
71.433047;23.811016;63.496042;1.000000
71.433047;15.874011;71.433047;1.000000
63.496042;31.748021;0.000000;1.000000
63.496042;39.685026;7.937005;-1.000000
71.433047;39.685026;0.000000;-1.000000
71.433047;31.748021;7.937005;-1.000000
63.496042;31.748021;15.874011;-1.000000
63.496042;39.685026;23.811016;1.000000
71.433047;39.685026;15.874011;1.000000
71.433047;31.748021;23.811016;1.000000
63.496042;31.748021;31.748021;1.000000
63.496042;39.685026;39.685026;-1.000000
71.433047;39.685026;31.748021;-1.000000
71.433047;31.748021;39.685026;-1.000000
63.496042;31.748021;47.622032;-1.000000
63.496042;39.685026;55.559037;1.000000
71.433047;39.685026;47.622032;1.000000
71.433047;31.748021;55.559037;1.000000
63.496042;31.748021;63.496042;1.000000
63.496042;39.685026;71.433047;-1.000000
71.433047;39.685026;63.496042;-1.000000
71.433047;31.748021;71.433047;-1.000000
63.496042;47.622032;0.000000;-1.000000
63.496042;55.559037;7.937005;1.000000
71.433047;55.559037;0.000000;1.000000
71.433047;47.622032;7.937005;1.000000
63.496042;47.622032;15.874011;1.000000
63.496042;55.559037;23.811016;-1.000000
71.433047;55.559037;15.874011;-1.000000
71.433047;47.622032;23.811016;-1.000000
63.496042;47.622032;31.748021;-1.000000
63.496042;55.559037;39.685026;1.000000
71.433047;55.559037;31.748021;1.000000
71.433047;47.622032;39.685026;1.000000
63.496042;47.622032;47.622032;1.000000
63.496042;55.559037;55.559037;-1.000000
71.433047;55.559037;47.622032;-1.000000
71.433047;47.622032;55.559037;-1.000000
63.496042;47.622032;63.496042;-1.000000
63.496042;55.559037;71.433047;1.000000
71.433047;55.559037;63.496042;1.000000
71.433047;47.622032;71.433047;1.000000
63.496042;63.496042;0.000000;1.000000
63.496042;71.433047;7.937005;-1.000000
71.433047;71.433047;0.000000;-1.000000
71.433047;63.496042;7.937005;-1.000000
63.496042;63.496042;15.874011;-1.000000
63.496042;71.433047;23.811016;1.000000
71.433047;71.433047;15.874011;1.000000
71.433047;63.496042;23.811016;1.000000
63.496042;63.496042;31.748021;1.000000
63.496042;71.433047;39.685026;-1.000000
71.433047;71.433047;31.748021;-1.000000
71.433047;63.496042;39.685026;-1.000000
63.496042;63.496042;47.622032;-1.000000
63.496042;71.433047;55.559037;1.000000
71.433047;71.433047;47.622032;1.000000
71.433047;63.496042;55.559037;1.000000
63.496042;63.496042;63.496042;1.000000
63.496042;71.433047;71.433047;-1.000000
71.433047;71.433047;63.496042;-1.000000
71.433047;63.496042;71.433047;-1.000000
